,date,open,close,high,low,volume,code
141,2020-08-04,1675.0,1669.99,1682.99,1660.0,31941.0,600519
142,2020-08-05,1662.09,1668.0,1673.09,1643.31,25522.0,600519
143,2020-08-06,1670.0,1637.96,1674.03,1630.0,32649.0,600519
144,2020-08-07,1644.77,1631.0,1649.67,1598.5,34242.0,600519
145,2020-08-10,1627.97,1633.99,1644.96,1608.11,23624.0,600519
146,2020-08-11,1640.0,1642.51,1666.43,1640.0,35818.0,600519
147,2020-08-12,1633.0,1626.95,1641.0,1605.25,27934.0,600519
148,2020-08-13,1630.0,1635.0,1638.88,1609.0,20541.0,600519
149,2020-08-14,1639.9,1661.0,1665.7,1631.0,37653.0,600519
150,2020-08-17,1674.0,1690.0,1704.35,1670.0,43572.0,600519
151,2020-08-18,1697.38,1705.0,1720.0,1691.0,30423.0,600519
152,2020-08-19,1700.0,1687.0,1717.0,1682.99,26915.0,600519
153,2020-08-20,1674.0,1664.0,1679.0,1656.0,22382.0,600519
154,2020-08-21,1673.0,1676.0,1698.0,1671.0,25082.0,600519
155,2020-08-24,1700.0,1696.35,1708.0,1691.01,30933.0,600519
156,2020-08-25,1704.8,1727.0,1746.78,1698.63,41872.0,600519
157,2020-08-26,1734.0,1727.0,1745.0,1715.02,26216.0,600519
158,2020-08-27,1731.99,1731.0,1733.98,1705.0,22636.0,600519
159,2020-08-28,1731.0,1757.0,1764.0,1721.5,42300.0,600519
160,2020-08-31,1770.58,1786.5,1816.0,1770.58,47810.0,600519
161,2020-09-01,1792.0,1801.98,1802.0,1775.01,31640.0,600519
162,2020-09-02,1825.0,1795.0,1828.0,1770.0,32009.0,600519
163,2020-09-03,1795.0,1793.0,1812.0,1779.7,30437.0,600519
164,2020-09-04,1766.0,1770.0,1776.99,1746.0,30858.0,600519
165,2020-09-07,1760.0,1723.5,1777.99,1703.97,31112.0,600519
166,2020-09-08,1732.0,1711.4,1737.8,1677.07,34472.0,600519
167,2020-09-09,1699.67,1688.0,1711.0,1680.04,25964.0,600519
168,2020-09-10,1703.74,1705.8,1720.0,1700.0,24778.0,600519
169,2020-09-11,1688.0,1733.0,1736.0,1688.0,31088.0,600519
170,2020-09-14,1745.0,1766.0,1769.0,1730.58,31056.0,600519
171,2020-09-15,1769.99,1760.0,1769.99,1747.75,20821.0,600519
172,2020-09-16,1760.0,1725.1,1764.81,1719.0,22516.0,600519
173,2020-09-17,1700.0,1670.52,1700.0,1658.0,63680.0,600519
174,2020-09-18,1665.0,1695.0,1695.0,1635.01,47201.0,600519
175,2020-09-21,1692.76,1666.8,1692.76,1666.66,22444.0,600519
176,2020-09-22,1650.0,1665.69,1686.98,1650.0,23265.0,600519
177,2020-09-23,1635.0,1649.98,1666.01,1621.02,35726.0,600519
178,2020-09-24,1635.97,1629.32,1658.88,1626.8,30051.0,600519
179,2020-09-25,1630.0,1635.11,1650.0,1625.0,22583.0,600519
180,2020-09-28,1635.19,1661.0,1668.5,1635.19,24232.0,600519
181,2020-09-29,1669.33,1652.3,1669.4,1652.3,17431.0,600519
182,2020-09-30,1660.0,1668.5,1691.9,1660.0,27088.0,600519
183,2020-10-09,1692.0,1696.0,1706.42,1688.0,34240.0,600519
184,2020-10-12,1700.0,1750.61,1750.61,1700.0,43729.0,600519
185,2020-10-13,1750.62,1739.0,1750.62,1735.0,22944.0,600519
186,2020-10-14,1740.0,1729.0,1746.98,1726.0,20481.0,600519
187,2020-10-15,1721.13,1725.0,1735.0,1721.0,16204.0,600519
188,2020-10-16,1725.0,1712.0,1734.58,1703.0,17377.0,600519
189,2020-10-19,1725.0,1699.0,1733.98,1691.9,19226.0,600519
190,2020-10-20,1699.99,1734.0,1734.97,1695.0,27735.0,600519
191,2020-10-21,1734.1,1733.33,1742.15,1723.0,18901.0,600519
192,2020-10-22,1730.0,1742.5,1745.0,1715.51,22481.0,600519
193,2020-10-23,1740.78,1715.33,1747.59,1714.0,19292.0,600519
194,2020-10-26,1619.0,1643.0,1662.92,1600.0,66015.0,600519
195,2020-10-27,1643.0,1625.0,1644.0,1616.12,43944.0,600519
196,2020-10-28,1626.0,1664.81,1677.0,1625.08,34637.0,600519
197,2020-10-29,1654.84,1676.0,1708.0,1647.0,39374.0,600519
198,2020-10-30,1678.0,1670.02,1696.0,1665.0,26055.0,600519
199,2020-11-02,1675.0,1674.01,1695.0,1672.0,21066.0,600519
200,2020-11-03,1684.99,1695.0,1705.9,1675.5,23497.0,600519
201,2020-11-04,1700.0,1699.58,1704.0,1685.0,16444.0,600519
202,2020-11-05,1717.0,1721.9,1732.48,1712.1,23524.0,600519
203,2020-11-06,1730.55,1700.62,1731.59,1690.0,23052.0,600519
204,2020-11-09,1701.38,1742.57,1750.68,1700.62,41470.0,600519
205,2020-11-10,1752.92,1745.0,1764.48,1736.0,30189.0,600519
206,2020-11-11,1745.0,1731.35,1777.5,1731.0,34851.0,600519
207,2020-11-12,1730.01,1734.79,1750.0,1722.27,23473.0,600519
208,2020-11-13,1724.0,1705.0,1728.88,1691.0,28155.0,600519
209,2020-11-16,1711.0,1730.05,1730.05,1697.26,30613.0,600519
210,2020-11-17,1740.0,1715.8,1742.35,1701.07,25224.0,600519
211,2020-11-18,1715.0,1693.65,1720.53,1683.16,35179.0,600519
212,2020-11-19,1684.5,1720.19,1725.0,1680.6,27816.0,600519
213,2020-11-20,1720.0,1719.96,1736.0,1712.65,21875.0,600519
214,2020-11-23,1771.01,1790.21,1809.9,1771.01,66637.0,600519
215,2020-11-24,1769.99,1763.5,1782.5,1751.47,32465.0,600519
216,2020-11-25,1761.5,1726.88,1768.88,1724.0,28226.0,600519
217,2020-11-26,1726.0,1734.39,1739.99,1725.18,23228.0,600519
218,2020-11-27,1732.66,1737.9,1740.03,1718.0,21569.0,600519
219,2020-11-30,1735.0,1713.91,1738.9,1713.91,31940.0,600519
220,2020-12-01,1726.0,1737.0,1738.99,1720.01,28196.0,600519
221,2020-12-02,1746.0,1738.01,1749.0,1731.0,23572.0,600519
222,2020-12-03,1738.01,1749.0,1755.66,1732.1,29506.0,600519
223,2020-12-04,1752.0,1793.11,1800.1,1752.0,62491.0,600519
224,2020-12-07,1802.7,1812.4,1840.39,1800.55,58331.0,600519
225,2020-12-08,1815.0,1850.0,1875.0,1813.0,61454.0,600519
226,2020-12-09,1865.95,1840.0,1866.0,1839.0,31152.0,600519
227,2020-12-10,1840.0,1832.9,1849.77,1828.0,32654.0,600519
228,2020-12-11,1834.78,1820.0,1837.32,1804.81,30776.0,600519
229,2020-12-14,1827.77,1829.0,1829.98,1815.0,33052.0,600519
230,2020-12-15,1833.5,1816.01,1837.22,1805.0,29605.0,600519
231,2020-12-16,1830.5,1840.0,1845.67,1820.21,32150.0,600519
232,2020-12-17,1845.5,1865.51,1868.0,1840.0,36031.0,600519
233,2020-12-18,1851.81,1845.0,1869.01,1841.08,27077.0,600519
234,2020-12-21,1840.0,1842.5,1851.23,1837.6,30697.0,600519
235,2020-12-22,1849.97,1881.0,1898.99,1842.51,40651.0,600519
236,2020-12-23,1897.99,1841.65,1906.2,1821.02,47706.0,600519
237,2020-12-24,1818.0,1830.34,1858.88,1795.02,37857.0,600519
238,2020-12-25,1802.99,1830.0,1847.0,1800.0,23088.0,600519
239,2020-12-28,1826.6,1873.0,1888.8,1826.05,30080.0,600519
240,2020-12-29,1873.0,1867.0,1886.8,1855.0,22868.0,600519
241,2020-12-30,1870.0,1933.0,1933.0,1869.99,34452.0,600519
242,2020-12-31,1941.0,1998.0,1998.98,1939.0,38860.0,600519
243,2021-01-04,1999.98,1997.0,2004.99,1983.81,43514.0,600519
244,2021-01-05,1990.0,2059.45,2059.45,1982.46,52116.0,600519
245,2021-01-06,2064.8,2100.0,2125.0,2036.03,47410.0,600519
246,2021-01-07,2097.0,2140.0,2140.0,2075.0,37931.0,600519
247,2021-01-08,2142.0,2090.0,2150.88,2063.02,53862.0,600519
248,2021-01-11,2090.0,2099.73,2150.5,2058.6,51080.0,600519
249,2021-01-12,2088.0,2160.9,2160.9,2085.0,41059.0,600519
250,2021-01-13,2164.0,2164.0,2173.33,2135.0,34390.0,600519
251,2021-01-14,2156.0,2134.0,2163.0,2116.11,36152.0,600519
252,2021-01-15,2115.0,2082.0,2134.35,2029.0,59509.0,600519
253,2021-01-18,2061.06,2063.0,2091.48,2040.27,39144.0,600519
254,2021-01-19,2073.11,2009.41,2096.3,2006.85,46345.0,600519
255,2021-01-20,2008.0,2040.63,2055.49,1982.5,45082.0,600519
